loading	Gene.name
ENSG00000165609	0.0142560634984822	NUDT5
ENSG00000123136	0.0142532326361431	DDX39A
ENSG00000159337	0.014251581941193	PLA2G4D
ENSG00000272398	0.0142515713583702	CD24
ENSG00000169469	0.0142308350437961	SPRR1B
ENSG00000228672	0.0142216844982785	PROB1
ENSG00000123297	0.01421978045926	TSFM
ENSG00000237289	0.0142144314613756	CKMT1B
ENSG00000100307	-0.0142114643531337	CBX7
ENSG00000205420	0.014203636537528	KRT6A
ENSG00000163874	0.0142010553436687	ZC3H12A
ENSG00000243708	0.0141971851461078	PLA2G4B
ENSG00000196754	0.0141920810530993	S100A2
ENSG00000121742	0.0141874153934026	GJB6
ENSG00000108010	0.0141850776098143	GLRX3
ENSG00000189159	0.0141822438058084	JPT1
ENSG00000135114	0.0141743813730932	OASL
ENSG00000167114	0.0141728528063763	SLC27A4
ENSG00000172548	0.0141688042794813	NIPAL4
ENSG00000165280	0.0141664527213701	VCP
ENSG00000136279	0.0141568553899016	DBNL
ENSG00000100804	0.0141536175744726	PSMB5
ENSG00000126351	-0.0141530975394333	THRA
ENSG00000184060	0.0141502981320063	ADAP2
ENSG00000183155	0.0141500708978047	RABIF
ENSG00000139433	0.0141429938480917	GLTP
ENSG00000134057	0.0141360933819324	CCNB1
ENSG00000142627	0.0141326958128666	EPHA2
ENSG00000005022	0.0141295930602943	SLC25A5
ENSG00000140650	0.0141264883951238	PMM2
ENSG00000229035	0.014124375750426	SPRR2C
ENSG00000206073	0.0141167131498497	SERPINB4
ENSG00000179218	0.0141163377488396	CALR
ENSG00000164236	-0.0141105687508007	ANKRD33B
ENSG00000154227	0.0141088143717369	CERS3
ENSG00000171711	0.0141021029554042	DEFB4A
ENSG00000172115	0.0141018985023575	CYCS
ENSG00000234964	0.0141018593512333	FABP5P7
ENSG00000058262	0.0140997052517896	SEC61A1
ENSG00000107338	0.0140977488743178	SHB
ENSG00000143365	-0.0140964486039934	RORC
ENSG00000176749	0.0140957407839703	CDK5R1
ENSG00000119714	0.0140917028377105	GPR68
ENSG00000137936	-0.0140912957077349	BCAR3
ENSG00000010438	0.0140911636778321	PRSS3
ENSG00000160213	0.0140887289094101	CSTB
ENSG00000129235	0.0140879572018629	TXNDC17
ENSG00000198947	-0.0140878290272541	DMD
ENSG00000184330	0.0140872243026554	S100A7A
ENSG00000244094	0.0140860452996526	SPRR2F
ENSG00000160703	0.0140811047426303	NLRX1
ENSG00000102606	-0.0140809317640426	ARHGEF7
ENSG00000134827	0.0140720599751295	TCN1
ENSG00000185112	0.0140692134005946	FAM43A
ENSG00000173540	0.0140681352912678	GMPPB
ENSG00000269741	0.0140671574963688	NA
ENSG00000100949	0.0140635069501238	RABGGTA
ENSG00000143546	0.0140596365380328	S100A8
ENSG00000171124	0.014057475254236	FUT3
ENSG00000108179	0.0140533273359732	PPIF
ENSG00000102038	-0.0140507198067747	SMARCA1
ENSG00000101444	0.0140492157262614	AHCY
ENSG00000163220	0.0140465432981639	S100A9
ENSG00000140519	0.0140456626056467	RHCG
ENSG00000025708	0.0140440396826781	TYMP
ENSG00000136379	0.0140391534872068	ABHD17C
ENSG00000163216	0.0140385938792022	SPRR2D
ENSG00000136694	0.0140363269544171	IL36A
ENSG00000176014	0.0140331049869307	TUBB6
ENSG00000113749	0.0140279654056569	HRH2
ENSG00000099337	0.0140259672400221	KCNK6
ENSG00000259494	0.0140255360913649	MRPL46
ENSG00000163191	0.0140219774419276	S100A11
ENSG00000168405	-0.0140206236520828	CMAHP
ENSG00000160049	0.0140176470151587	DFFA
ENSG00000158813	-0.014007789012404	EDA
ENSG00000189182	-0.0140063040342474	KRT77
ENSG00000197019	0.0140048116096402	SERTAD1
ENSG00000227051	-0.0140029453298103	C14orf132
ENSG00000241794	0.0139988959022172	SPRR2A
ENSG00000121671	-0.0139982129725817	CRY2
ENSG00000149418	0.0139976631331763	ST14
ENSG00000105131	0.0139948766918359	EPHX3
