loading	Gene.name
ENSG00000214514	0.011096724343741	NA
ENSG00000159882	-0.0110964786382574	ZNF230
ENSG00000153406	0.0110964149590555	NMRAL1
ENSG00000214357	-0.0110948174622006	NEURL1B
ENSG00000113851	-0.0110930626195836	CRBN
ENSG00000079931	0.0110926607821987	MOXD1
ENSG00000101695	-0.0110923850021603	RNF125
ENSG00000183671	0.011092142081756	CMKLR2
ENSG00000165125	-0.0110914877621261	TRPV6
ENSG00000153037	0.0110910536385564	SRP19
ENSG00000205730	-0.011089316400936	ITPRIPL2
ENSG00000102962	0.0110893115873492	CCL22
ENSG00000138107	0.0110890705283447	ACTR1A
ENSG00000180891	-0.011087698564992	CUEDC1
ENSG00000166595	0.011087693134034	CIAO2B
ENSG00000173559	0.0110873127106174	NABP1
ENSG00000177257	0.0110867210127204	DEFB4B
ENSG00000099783	0.0110864891903231	HNRNPM
ENSG00000164741	-0.0110861278104065	DLC1
ENSG00000129173	0.0110857224710201	E2F8
ENSG00000100379	-0.0110850999724444	KCTD17
ENSG00000155189	0.0110849882958036	AGPAT5
ENSG00000198382	-0.0110832077734253	UVRAG
ENSG00000110651	-0.0110814705556472	CD81
ENSG00000170962	-0.0110810874883147	PDGFD
ENSG00000235750	-0.0110806554809024	KIAA0040
ENSG00000117091	0.0110788838326075	CD48
ENSG00000103510	-0.0110781972632807	KAT8
ENSG00000135537	0.011077766481839	AFG1L
ENSG00000224689	0.0110776987205687	ZNF812P
ENSG00000147168	0.0110759064091978	IL2RG
ENSG00000240356	-0.0110754547798077	NA
ENSG00000109832	-0.0110720807891741	DDX25
ENSG00000130332	0.0110716354967512	LSM7
ENSG00000166313	-0.0110699902830043	APBB1
ENSG00000081760	-0.0110697219267945	AACS
ENSG00000011465	-0.0110692114440978	DCN
ENSG00000010319	-0.0110680124231469	SEMA3G
ENSG00000119599	-0.0110669497868011	DCAF4
ENSG00000171097	-0.0110665710024468	KYAT1
ENSG00000110906	0.0110660362125296	KCTD10
ENSG00000034152	0.0110638146338947	MAP2K3
ENSG00000086730	0.0110631890779269	LAT2
ENSG00000141279	0.0110631683307714	NPEPPS
ENSG00000255501	0.0110626830990975	CARD18
ENSG00000151532	0.0110622804660048	VTI1A
ENSG00000229715	0.0110617953219776	EEF1DP3
ENSG00000082196	-0.0110613560383199	C1QTNF3
ENSG00000156398	0.0110602523707441	SFXN2
ENSG00000170298	0.0110592315268694	LGALS9B
ENSG00000040199	-0.0110568608806967	PHLPP2
ENSG00000165416	0.0110567909928637	SUGT1
ENSG00000196814	-0.0110567743278814	MVB12B
ENSG00000197535	0.0110557246302409	MYO5A
ENSG00000171045	-0.0110547632929722	TSNARE1
ENSG00000111196	0.0110528810025189	MAGOHB
ENSG00000141401	0.0110511345371705	IMPA2
ENSG00000175283	0.0110505498544345	DOLK
ENSG00000144029	0.0110495474811051	MRPS5
ENSG00000111907	0.0110483226796416	TPD52L1
ENSG00000172216	0.011048149345758	CEBPB
ENSG00000177830	0.0110481125149022	CHID1
ENSG00000108528	0.0110471234166969	SLC25A11
ENSG00000121060	0.0110470978319631	TRIM25
ENSG00000006194	-0.0110469486041815	ZNF263
ENSG00000127585	-0.0110464375732117	FBXL16
ENSG00000113391	-0.0110458667791198	FAM172A
ENSG00000158560	-0.0110458050373443	DYNC1I1
ENSG00000134253	-0.011045613783607	TRIM45
ENSG00000131724	0.011045556027661	IL13RA1
ENSG00000105726	0.011041601986363	ATP13A1
ENSG00000172379	-0.0110399624961187	ARNT2
ENSG00000117153	-0.0110397296906288	KLHL12
ENSG00000138639	-0.0110396590360015	ARHGAP24
ENSG00000109133	0.0110368454962732	TMEM33
ENSG00000116990	-0.0110360829647145	MYCL
ENSG00000129084	0.0110359166690889	PSMA1
ENSG00000080573	-0.0110341572141504	COL5A3
ENSG00000052344	0.0110336649266245	PRSS8
ENSG00000113758	-0.0110334991207138	DBN1
ENSG00000168297	-0.0110329815405898	PXK
ENSG00000092964	-0.0110328757224646	DPYSL2
ENSG00000160654	0.0110320588528004	CD3G
ENSG00000165271	0.0110293271409288	NOL6
ENSG00000135736	-0.0110288193875594	CCDC102A
ENSG00000171241	0.0110256086828627	SHCBP1
ENSG00000172731	0.011024981784884	LRRC20
ENSG00000184785	-0.0110242218315244	SMIM10
ENSG00000082482	-0.0110241516042823	KCNK2
ENSG00000214063	-0.0110230010669893	TSPAN4
ENSG00000165816	-0.0110229681560332	VWA2
ENSG00000157106	-0.0110224932296857	SMG1
ENSG00000155760	-0.0110212071888667	FZD7
ENSG00000177106	0.0110203557425336	EPS8L2
ENSG00000179820	-0.0110203020357448	MYADM
ENSG00000166948	0.0110199681309095	TGM6
ENSG00000149305	0.0110198628442144	HTR3B
ENSG00000139405	0.0110188944453499	RITA1
ENSG00000136828	-0.0110180868501744	RALGPS1
ENSG00000069020	0.0110177930692883	MAST4
ENSG00000154928	-0.0110173406881663	EPHB1
ENSG00000133805	0.011016892559681	AMPD3
ENSG00000163219	0.0110166275121961	ARHGAP25
ENSG00000161677	0.011015784102818	JOSD2
ENSG00000184949	-0.0110148734765869	FAM227A
ENSG00000174744	0.0110147393247651	BRMS1
ENSG00000106244	0.0110143961830761	PDAP1
ENSG00000143850	-0.0110124177470193	PLEKHA6
ENSG00000138434	-0.0110100434651584	ITPRID2
ENSG00000213533	0.0110070891726321	STIMATE
ENSG00000108439	0.0110067395155567	PNPO
ENSG00000141497	0.0110066087790325	ZMYND15
ENSG00000133135	-0.0110061495701445	RNF128
ENSG00000178922	-0.0110059440913325	HYI
ENSG00000119979	0.0110054872444231	DENND10
ENSG00000146416	0.0110051274538522	AIG1
ENSG00000115286	0.011004947729554	NDUFS7
ENSG00000158050	0.0110045021862359	DUSP2
ENSG00000133401	-0.0110042927516407	PDZD2
ENSG00000129675	-0.011004001394438	ARHGEF6
ENSG00000213753	-0.0110028264263973	CENPBD2P
ENSG00000115474	-0.0110016319885927	KCNJ13
ENSG00000138778	0.0109974199577262	CENPE
ENSG00000109794	-0.0109969200208592	FAM149A
ENSG00000093000	0.0109961023606367	NUP50
ENSG00000196177	-0.0109960940571737	ACADSB
ENSG00000143437	-0.0109958396285427	ARNT
ENSG00000092199	0.0109943786651906	HNRNPC
ENSG00000186814	-0.0109939162961556	ZSCAN30
ENSG00000188186	-0.0109928688793311	LAMTOR4
ENSG00000167881	0.0109913410972405	SRP68
ENSG00000169410	-0.0109907883877049	PTPN9
ENSG00000112182	-0.0109886958123478	BACH2
ENSG00000241978	-0.0109880339200101	NA
ENSG00000211751	0.0109875294779379	TRBC1
ENSG00000164237	-0.0109875121920319	CMBL
ENSG00000016864	-0.0109868441051537	GLT8D1
ENSG00000157445	0.0109831664026543	CACNA2D3
ENSG00000159131	0.0109827661527534	GART
ENSG00000008256	-0.0109824594687418	CYTH3
ENSG00000152767	-0.010982024890978	FARP1
ENSG00000065833	0.0109808845911065	ME1
ENSG00000166262	-0.0109798087325569	FAM227B
ENSG00000197562	-0.0109780295238844	RAB40C
ENSG00000254470	0.0109763378364104	AP5B1
ENSG00000119121	0.0109762804376	TRPM6
ENSG00000173267	-0.0109760659415606	SNCG
ENSG00000177989	0.0109760196522259	ODF3B
ENSG00000185019	-0.0109752670151134	UBOX5
ENSG00000064787	-0.010973640530316	BCAS1
ENSG00000196684	0.0109732217544219	HSH2D
ENSG00000001561	-0.0109731833492112	ENPP4
ENSG00000179750	0.0109706753873553	APOBEC3B
ENSG00000162543	-0.0109700139338512	UBXN10
ENSG00000164010	-0.0109698119532188	ERMAP
ENSG00000136718	0.010969637669629	IMP4
ENSG00000169093	-0.0109688138320866	ASMTL
ENSG00000160961	-0.0109685756119211	ZNF333
ENSG00000173698	-0.0109665456403954	ADGRG2
ENSG00000129071	0.010966202109782	MBD4
ENSG00000188385	-0.0109654940526755	JAKMIP3
ENSG00000159516	0.010963981644516	SPRR2G
ENSG00000099260	-0.010963804053466	PALMD
ENSG00000227372	-0.0109632201443019	TP73-AS1
ENSG00000156709	0.0109612177794796	AIFM1
ENSG00000089723	0.0109606208592863	OTUB2
ENSG00000132002	0.0109603317085471	DNAJB1
ENSG00000092203	0.0109588125189864	TOX4
ENSG00000165215	-0.0109588119028983	CLDN3
ENSG00000198121	-0.0109582407368628	LPAR1
ENSG00000103222	0.0109577855732116	ABCC1
ENSG00000188677	-0.0109574616387847	PARVB
ENSG00000017483	0.0109560899871112	SLC38A5
ENSG00000159199	0.0109554554534223	ATP5MC1
ENSG00000196368	-0.0109550077473183	NUDT11
ENSG00000115350	0.0109544026326182	POLE4
ENSG00000164366	-0.0109536912658418	CCDC127
ENSG00000042445	-0.0109535963170543	RETSAT
ENSG00000170085	-0.010952102575973	SIMC1
ENSG00000177192	0.0109501491002601	PUS1
ENSG00000263142	-0.0109491761737529	LRRC37A17P
ENSG00000173465	0.0109469934626931	ZNRD2
ENSG00000167183	-0.0109469750423631	PRR15L
ENSG00000133059	-0.0109463715099286	DSTYK
ENSG00000109971	0.010945938938161	HSPA8
ENSG00000115756	0.0109442466412093	HPCAL1
ENSG00000166897	-0.0109441278658464	ELFN2
ENSG00000163517	-0.0109436902737736	HDAC11
ENSG00000170899	0.01094235316977	GSTA4
ENSG00000146414	-0.0109422555988209	SHPRH
ENSG00000189266	0.0109416254841031	PNRC2
ENSG00000137880	-0.0109399840540287	GCHFR
ENSG00000176531	0.0109392599856398	PHLDB3
ENSG00000136732	-0.0109392485116357	GYPC
ENSG00000197461	-0.0109389297035039	PDGFA
ENSG00000187398	0.0109387525572849	LUZP2
ENSG00000160087	0.0109383223269175	UBE2J2
ENSG00000131620	-0.0109369948895775	ANO1
ENSG00000181856	-0.0109360435209467	SLC2A4
ENSG00000214796	0.0109360412980413	TUBA5P
ENSG00000131236	0.0109358622938077	CAP1
ENSG00000198408	-0.0109358162857545	OGA
ENSG00000119673	-0.0109349492342383	ACOT2
ENSG00000158528	-0.0109346668835847	PPP1R9A
ENSG00000105699	0.0109334468863755	LSR
ENSG00000203965	-0.0109327803334534	EFCAB7
ENSG00000118307	-0.0109326345438851	DNAI7
ENSG00000006625	0.0109324905372573	GGCT
ENSG00000196821	0.010932323380958	ILRUN
ENSG00000139990	-0.0109313537371321	DCAF5
ENSG00000213713	-0.0109310277933457	PIGCP1
ENSG00000100410	0.0109291139719766	PHF5A
ENSG00000132965	0.0109282031583607	ALOX5AP
ENSG00000161980	0.0109280045479403	POLR3K
ENSG00000136100	-0.0109268121766545	VPS36
ENSG00000130202	0.0109266836990561	NECTIN2
ENSG00000060237	-0.0109255742515196	WNK1
ENSG00000158008	-0.0109223847863871	EXTL1
ENSG00000161981	0.0109221875375489	SNRNP25
ENSG00000183605	0.0109202586782478	SFXN4
ENSG00000165028	-0.0109194707683006	NIPSNAP3B
ENSG00000204323	0.0109186067512128	SMIM5
ENSG00000104228	-0.0109180714812712	TRIM35
ENSG00000090905	-0.0109177799915433	TNRC6A
ENSG00000172586	0.0109175316426631	CHCHD1
ENSG00000182923	-0.0109175239296398	CEP63
ENSG00000159069	0.01091653006833	FBXW5
ENSG00000171246	-0.01091652827871	NPTX1
ENSG00000183486	0.0109158464424629	MX2
ENSG00000087995	0.0109151825667389	METTL2A
ENSG00000182107	0.0109148922604262	TMEM30B
ENSG00000085760	0.0109139100212224	MTIF2
ENSG00000140280	0.0109133689708995	LYSMD2
ENSG00000197345	0.0109124047146141	MRPL21
ENSG00000063660	-0.0109123295152607	GPC1
ENSG00000178222	-0.0109120554304905	RNF212
ENSG00000198835	-0.0109117262734183	GJC2
ENSG00000066279	0.010910482109143	ASPM
ENSG00000165475	0.0109099812463149	CRYL1
ENSG00000165300	-0.0109098961335974	SLITRK5
ENSG00000177700	0.0109094065416516	POLR2L
ENSG00000072133	-0.0109092339003736	RPS6KA6
ENSG00000053254	-0.0109090750204796	FOXN3
ENSG00000151117	0.010908536046121	TMEM86A
ENSG00000197808	-0.0109082918978736	ZNF461
ENSG00000166477	0.0109082117911562	LEO1
ENSG00000181690	-0.0109075107423375	PLAG1
ENSG00000134215	-0.0109068980579475	VAV3
ENSG00000026025	-0.0109065877876538	VIM
ENSG00000111077	-0.0109054380310152	TNS2
ENSG00000151892	-0.0109032108631966	GFRA1
ENSG00000165794	0.0109021592216268	SLC39A2
ENSG00000170915	-0.0109019226360294	PAQR8
ENSG00000119326	-0.0109016695701306	CTNNAL1
ENSG00000187778	0.0109016598832738	MCRS1
ENSG00000088836	0.0109003261882208	SLC4A11
ENSG00000085377	0.010900305531277	PREP
ENSG00000278616	-0.0108994926820535	BEND3P3
ENSG00000185565	-0.0108980725764372	LSAMP
ENSG00000188818	-0.0108966051229177	ZDHHC11
ENSG00000176087	0.0108964261691377	SLC35A4
ENSG00000178764	-0.0108959936519559	ZHX2
ENSG00000168291	0.0108950301933353	PDHB
ENSG00000206559	-0.0108947789469375	ZCWPW2
ENSG00000166529	-0.0108922739793243	ZSCAN21
ENSG00000072506	0.0108917344429655	HSD17B10
ENSG00000104490	-0.0108911546925649	NCALD
ENSG00000135324	0.0108891363657415	MRAP2
ENSG00000182670	-0.0108885002478633	TTC3
ENSG00000163257	-0.0108882173492779	DCAF16
ENSG00000105143	-0.0108879527277328	SLC1A6
ENSG00000197122	0.0108870059039526	SRC
ENSG00000198815	-0.0108864193715422	FOXJ3
ENSG00000152240	0.0108854222980968	HAUS1
ENSG00000152217	-0.0108840859857224	SETBP1
ENSG00000142168	-0.0108831674938326	SOD1
ENSG00000188322	-0.0108824405507619	SBK1
ENSG00000039987	-0.0108824100875661	BEST2
ENSG00000197594	-0.010881996687862	ENPP1
ENSG00000168140	0.0108814417863476	VASN
ENSG00000089335	-0.0108784125690445	ZNF302
ENSG00000206562	0.010877124636058	METTL6
ENSG00000158296	-0.0108767299595686	SLC13A3
ENSG00000129128	0.0108750604853136	SPCS3
ENSG00000159231	0.0108747346582669	CBR3
ENSG00000101871	0.0108742958766483	MID1
ENSG00000163166	0.0108742756584608	IWS1
ENSG00000124571	0.0108741029285513	XPO5
ENSG00000143851	0.0108739842929824	PTPN7
ENSG00000089220	-0.0108727447055741	PEBP1
ENSG00000088832	0.010872658399981	FKBP1A
ENSG00000083168	-0.0108719353177278	KAT6A
ENSG00000139132	-0.0108693205210576	FGD4
ENSG00000136153	0.0108691454170416	LMO7
ENSG00000059378	0.0108676753512742	PARP12
ENSG00000175894	-0.0108669618511305	TSPEAR
ENSG00000125454	0.010865715537419	SLC25A19
ENSG00000134285	0.0108652385380211	FKBP11
ENSG00000014138	0.0108648455943639	POLA2
ENSG00000137812	0.0108647666225612	KNL1
ENSG00000020181	-0.01086422348154	ADGRA2
ENSG00000099940	0.0108641046494432	SNAP29
ENSG00000198053	0.0108633845699325	SIRPA
ENSG00000076826	-0.0108613404656923	CAMSAP3
ENSG00000157184	0.0108597314250644	CPT2
ENSG00000276023	0.0108596466400357	DUSP14
ENSG00000147118	-0.0108582464492573	ZNF182
ENSG00000104946	-0.010854163080847	TBC1D17
ENSG00000111846	-0.0108541033180309	GCNT2
ENSG00000171130	-0.0108536659961568	ATP6V0E2
ENSG00000138160	0.0108519229942874	KIF11
ENSG00000257341	-0.0108518583460313	NA
ENSG00000138798	-0.0108517554538986	EGF
ENSG00000146386	0.0108505889786499	ABRACL
ENSG00000173467	-0.0108505848178398	AGR3
ENSG00000111540	-0.0108503383539404	RAB5B
ENSG00000107821	0.010849866180409	KAZALD1
ENSG00000174456	-0.0108492464400797	C12orf76
ENSG00000182944	0.0108484297880124	EWSR1
ENSG00000186891	-0.0108482549362299	TNFRSF18
ENSG00000184967	0.0108480798353273	NOC4L
ENSG00000129932	0.0108474586421039	DOHH
ENSG00000133114	-0.0108467990227941	GPALPP1
ENSG00000155287	0.0108465789313702	SLC25A28
ENSG00000104067	0.0108449655267811	TJP1
ENSG00000070190	0.0108446138939515	DAPP1
ENSG00000134697	0.010843876771794	GNL2
ENSG00000102181	-0.0108436386461862	CD99L2
ENSG00000197324	0.0108434382961587	LRP10
ENSG00000050426	-0.0108431599447579	LETMD1
ENSG00000140577	-0.0108430938703487	CRTC3
ENSG00000170011	-0.0108423777562156	MYRIP
ENSG00000065518	0.0108410920561814	NDUFB4
ENSG00000169302	-0.0108395947538146	STK32A
ENSG00000089041	-0.0108390147568223	P2RX7
ENSG00000107186	-0.0108376871303228	MPDZ
ENSG00000178950	0.0108367334260374	GAK
ENSG00000254901	0.0108347184603364	BORCS8
ENSG00000185480	0.0108338762314729	PARPBP
ENSG00000100802	-0.0108334582441625	C14orf93
ENSG00000104907	0.0108327930120647	TRMT1
ENSG00000061918	-0.010832741376276	GUCY1B1
ENSG00000009724	-0.0108296379144998	MASP2
ENSG00000106823	-0.0108287259319943	ECM2
ENSG00000108312	-0.0108282915073241	UBTF
ENSG00000183287	-0.0108277076829142	CCBE1
ENSG00000152404	-0.0108275539421042	CWF19L2
ENSG00000147155	0.0108270615206147	EBP
ENSG00000124159	-0.010826833980469	MATN4
ENSG00000149043	-0.0108265318485405	SYT8
ENSG00000103569	-0.0108232018577735	AQP9
ENSG00000123933	-0.010822179844464	MXD4
ENSG00000100092	0.0108218790938117	SH3BP1
ENSG00000189056	-0.0108214281276871	RELN
ENSG00000100528	0.0108211122110087	CNIH1
ENSG00000105509	-0.0108206230592724	HAS1
ENSG00000132854	-0.010820098917446	KANK4
ENSG00000235194	-0.0108172653507976	PPP1R3E
ENSG00000196628	-0.0108153479538368	TCF4
ENSG00000144579	-0.0108147477770293	CTDSP1
ENSG00000120693	-0.0108144464040035	SMAD9
ENSG00000152133	-0.0108126727892555	GPATCH11
ENSG00000058063	0.0108117293025646	ATP11B
ENSG00000239900	0.0108113513655816	ADSL
ENSG00000160256	0.0108092562784907	SLX9
ENSG00000164920	-0.0108091656439426	OSR2
ENSG00000188976	0.0108079801157642	NOC2L
ENSG00000078369	-0.0108073996673632	GNB1
ENSG00000135960	-0.0108069979704958	EDAR
ENSG00000163507	0.0108066100407495	CIP2A
ENSG00000269374	0.0108040514498194	NA
ENSG00000161057	0.0108040503975697	PSMC2
ENSG00000162746	0.0108013172715685	FCRLB
ENSG00000148516	-0.0108009097490587	ZEB1
ENSG00000163528	0.0107999058131481	CHCHD4
ENSG00000111348	0.0107983363975614	ARHGDIB
ENSG00000145494	0.0107977809610141	NDUFS6
ENSG00000107960	0.0107970755555199	STN1
ENSG00000132254	0.0107969839558142	ARFIP2
ENSG00000256806	-0.0107961733142663	C17orf100
ENSG00000096433	-0.0107961665511192	ITPR3
ENSG00000068079	0.0107958657871103	IFI35
ENSG00000100749	0.0107956212158428	VRK1
ENSG00000135452	0.0107933136490566	TSPAN31
ENSG00000185721	0.0107923007757462	DRG1
ENSG00000168491	-0.0107916478815257	CCDC110
ENSG00000132819	0.0107910853018156	RBM38
ENSG00000187522	0.0107895890796546	HSPA14
ENSG00000119522	0.0107892606974098	DENND1A
ENSG00000137727	-0.0107888280126564	ARHGAP20
ENSG00000109743	-0.0107878507945806	BST1
ENSG00000165887	-0.0107877080415215	ANKRD2
ENSG00000077264	-0.010787526854055	PAK3
ENSG00000131845	-0.0107874685151349	ZNF304
ENSG00000178982	0.010785738515325	EIF3K
ENSG00000178127	0.0107852095640482	NDUFV2
ENSG00000137672	-0.0107846736536765	TRPC6
ENSG00000004864	0.0107845358392792	SLC25A13
ENSG00000120885	-0.0107844799066713	CLU
ENSG00000144868	-0.0107842501303226	TMEM108
ENSG00000163827	-0.0107842167322071	LRRC2
ENSG00000104687	-0.0107841246463992	GSR
ENSG00000177311	-0.0107838611162955	ZBTB38
ENSG00000174501	-0.0107823626237058	ANKRD36C
ENSG00000179981	-0.0107814739755921	TSHZ1
ENSG00000137809	-0.0107813407974282	ITGA11
ENSG00000175322	-0.0107795289250244	ZNF519
ENSG00000125633	-0.0107780273685618	CCDC93
ENSG00000100644	0.0107775861174246	HIF1A
ENSG00000166257	-0.0107766181652523	SCN3B
ENSG00000155974	-0.0107762035644307	GRIP1
ENSG00000175224	0.0107756220151905	ATG13
ENSG00000016391	-0.0107747461981082	CHDH
ENSG00000135503	-0.0107732627501926	ACVR1B
ENSG00000169105	-0.0107718187217691	CHST14
ENSG00000164463	-0.0107693318254894	CREBRF
ENSG00000025156	-0.0107692372594314	HSF2
ENSG00000067057	0.0107682288976959	PFKP
ENSG00000107745	-0.0107680826340135	MICU1
ENSG00000079308	-0.0107678266146411	TNS1
ENSG00000136868	0.0107675230795453	SLC31A1
ENSG00000119421	0.0107673176805686	NDUFA8
ENSG00000064995	0.0107647506453182	TAF11
ENSG00000142235	0.0107638605367622	LMTK3
ENSG00000141469	-0.010763099378307	SLC14A1
ENSG00000165072	-0.0107624680271554	MAMDC2
ENSG00000188687	-0.0107620248367856	SLC4A5
ENSG00000196547	-0.0107615396973744	MAN2A2
ENSG00000114867	0.0107559038690154	EIF4G1
ENSG00000144591	0.0107554514087049	GMPPA
ENSG00000136636	-0.0107547094814686	KCTD3
ENSG00000107949	0.0107546032012233	BCCIP
ENSG00000170390	-0.0107541268540941	DCLK2
ENSG00000100325	0.0107540583828399	ASCC2
ENSG00000165115	-0.0107539057011943	KIF27
ENSG00000274349	-0.0107537544536865	ZNF658
ENSG00000151778	-0.0107507487772345	SERP2
ENSG00000169180	0.01075043208657	XPO6
ENSG00000108960	-0.0107498798510992	MMD
ENSG00000163909	-0.0107483465819091	HEYL
ENSG00000168944	-0.0107482610519674	CEP120
ENSG00000010219	0.0107458497253665	DYRK4
ENSG00000167799	0.0107458303011392	NUDT8
ENSG00000109686	-0.0107446052122732	SH3D19
ENSG00000120899	-0.0107443439717509	PTK2B
ENSG00000101190	-0.0107439212320602	TCFL5
ENSG00000164683	-0.0107434047452444	HEY1
ENSG00000221963	0.0107418190561645	APOL6
ENSG00000146938	0.0107405567816888	NLGN4X
ENSG00000163995	-0.010739286864999	ABLIM2
ENSG00000143367	-0.0107391025578895	TUFT1
ENSG00000241399	-0.010737622002971	CD302
ENSG00000271447	-0.010736616596119	MMP28
ENSG00000160310	-0.0107358077615962	PRMT2
ENSG00000173175	-0.0107345980404179	ADCY5
ENSG00000106771	-0.0107342757191764	TMEM245
ENSG00000184305	-0.0107342119600006	CCSER1
ENSG00000132780	0.010733652966096	NASP
ENSG00000160145	0.0107330417365646	KALRN
ENSG00000168675	-0.0107322724455874	LDLRAD4
ENSG00000134775	-0.0107322658463402	FHOD3
ENSG00000165966	-0.0107313354985587	PDZRN4
ENSG00000166432	-0.0107305525730517	ZMAT1
ENSG00000125148	0.010730004440926	MT2A
ENSG00000198821	0.0107297793168847	CD247
ENSG00000120688	-0.0107288161017114	WBP4
ENSG00000180992	0.0107262156890175	MRPL14
ENSG00000198521	-0.0107261274865169	ZNF43
ENSG00000008952	-0.0107259360690515	SEC62
ENSG00000198286	0.0107258131969041	CARD11
ENSG00000115963	0.0107250730323555	RND3
ENSG00000263956	-0.0107247284391534	NBPF11
ENSG00000158156	0.0107227397389749	XKR8
ENSG00000156298	-0.0107223445192302	TSPAN7
ENSG00000173020	0.0107220976064904	GRK2
ENSG00000149136	0.0107217802011016	SSRP1
ENSG00000244486	-0.010721286399619	SCARF2
ENSG00000165929	0.0107197119019932	TC2N
ENSG00000158859	0.0107195930721264	ADAMTS4
ENSG00000114670	-0.0107193153363338	NEK11
ENSG00000078246	-0.010717469740927	TULP3
ENSG00000147394	0.0107170495310262	ZNF185
ENSG00000113845	0.0107163777241381	TIMMDC1
ENSG00000213246	0.0107158680102417	SUPT4H1
ENSG00000175854	0.0107158219970068	SWI5
ENSG00000129354	0.0107156577039189	AP1M2
ENSG00000055044	0.0107156352854411	NOP58
ENSG00000124785	-0.0107154573427571	NRN1
ENSG00000164830	-0.0107149088715554	OXR1
ENSG00000008196	-0.0107131571067844	TFAP2B
ENSG00000197016	-0.0107105837611842	ZNF470
ENSG00000118369	0.0107102038114756	USP35
ENSG00000143476	0.0107096103081553	DTL
ENSG00000234217	-0.0107089405245136	RBPJP7
ENSG00000106605	-0.0107068510495168	BLVRA
ENSG00000180879	0.0107059091184653	SSR4
ENSG00000147324	0.0107053155598835	MFHAS1
ENSG00000166788	0.0107050639488035	SAAL1
ENSG00000136059	-0.0107044568285038	VILL
ENSG00000269001	-0.0107042709530342	ZNF818P
ENSG00000226057	-0.0107039758441224	PHF2P2
ENSG00000179598	-0.010702267346121	PLD6
ENSG00000072609	0.0107020680558825	CHFR
ENSG00000162409	-0.0107016898707859	PRKAA2
ENSG00000160305	-0.0107011329434973	DIP2A
ENSG00000196792	0.0106990039906067	STRN3
ENSG00000160949	0.0106984814060409	TONSL
ENSG00000103313	0.0106978203599579	MEFV
ENSG00000117560	0.0106976672546124	FASLG
ENSG00000101367	0.0106958632240316	MAPRE1
ENSG00000072571	0.0106958190656331	HMMR
ENSG00000164949	-0.0106954744108306	GEM
ENSG00000168002	0.0106939171513965	POLR2G
ENSG00000142273	0.0106929739012814	CBLC
ENSG00000168778	-0.0106921114395846	TCTN2
ENSG00000151092	0.0106916021958853	NGLY1
ENSG00000144847	-0.0106858217542889	IGSF11
ENSG00000113575	0.0106847090538233	PPP2CA
ENSG00000076555	-0.0106845698023374	ACACB
ENSG00000185818	-0.0106842988713189	NAT8L
ENSG00000124784	0.01068427282166	RIOK1
ENSG00000196110	-0.0106826017436877	ZNF699
ENSG00000128165	0.0106823724489469	ADM2
ENSG00000043462	0.0106819004104243	LCP2
ENSG00000151651	0.010681394725366	ADAM8
ENSG00000134504	0.0106810006077512	KCTD1
ENSG00000144476	-0.0106801222616308	ACKR3
ENSG00000135930	0.0106782080220415	EIF4E2
ENSG00000125863	0.0106769947998173	MKKS
ENSG00000162650	0.0106761242806172	ATXN7L2
ENSG00000048740	-0.0106757953776706	CELF2
ENSG00000213022	0.0106751468894423	KLK9
ENSG00000139572	0.0106747237865732	GPR84
ENSG00000183718	-0.0106739765632336	TRIM52
ENSG00000130347	0.0106730537033596	RTN4IP1
ENSG00000105220	0.0106730025607845	GPI
ENSG00000127249	0.0106722505790918	ATP13A4
ENSG00000144218	-0.0106719909918458	AFF3
ENSG00000153391	0.010671655164155	INO80C
ENSG00000132591	0.0106714054713163	ERAL1
ENSG00000139173	0.0106696878700901	TMEM117
ENSG00000080947	-0.0106695761106005	NA
ENSG00000122122	0.0106689362544328	SASH3
ENSG00000133318	-0.0106688506306479	RTN3
ENSG00000144619	-0.010668381571923	CNTN4
ENSG00000219438	-0.0106675699457781	TAFA5
ENSG00000158258	-0.0106664060329072	CLSTN2
ENSG00000128298	0.010666143349559	BAIAP2L2
ENSG00000181035	-0.0106650028654937	SLC25A42
ENSG00000007080	0.010662378689352	CCDC124
ENSG00000110717	0.0106607304044128	NDUFS8
ENSG00000116199	-0.0106563551100538	FAM20B
ENSG00000126705	-0.010655507595995	AHDC1
ENSG00000064102	0.0106540231212796	INTS13
ENSG00000143384	0.0106533852076152	MCL1
ENSG00000136205	-0.0106510897880835	TNS3
ENSG00000189042	-0.0106503207305665	ZNF567
ENSG00000113161	0.0106481275789216	HMGCR
ENSG00000234062	-0.0106477429114912	TM9SF5P
ENSG00000109846	-0.0106467834555411	CRYAB
ENSG00000197496	-0.0106453320739454	SLC2A10
ENSG00000101082	0.0106432325909144	SLA2
ENSG00000267385	0.0106432081123305	NA
ENSG00000167397	0.0106401103645329	VKORC1
ENSG00000164106	-0.010637765035833	SCRG1
ENSG00000099341	0.0106366741354569	PSMD8
ENSG00000148411	-0.0106366105818016	NACC2
ENSG00000110723	-0.0106363315885395	EXPH5
ENSG00000213809	0.0106328407000419	KLRK1
ENSG00000180900	0.0106326140332747	SCRIB
ENSG00000181929	0.0106316321413341	PRKAG1
ENSG00000168484	-0.0106312760335973	SFTPC
ENSG00000117868	-0.0106300810604081	ESYT2
ENSG00000105185	0.0106294198649147	PDCD5
ENSG00000075234	-0.0106291353495542	TTC38
